run: 1,,
28154336,,21530230.4
0.007835,,0.0059938
run: 2,,
20585000,,
0.005731,,
run: 3,,
20074540,,
0.00559,,
run: 4,,
19423744,,
0.005408,,
run: 5,,
19413532,,
0.005405,,
