run: 1,,
162657498,,156456638
0.045283,,0.0435604
run: 2,,
155159984,,
0.0432,,
run: 3,,
154843240,,
0.043112,,
run: 4,,
154826888,,
0.043108,,
run: 5,,
154795580,,
0.043099,,
