run: 1,,avg,
1.540098E+10,,1.544971E+10,
5.194474E-01,,5.178165E-01,
run: 2,,,
1.542340E+10,,,
5.186925E-01,,,
run: 3,,,
1.556264E+10,,,
5.140518E-01,,,
run: 4,,,
1.544930E+10,,,
5.178228E-01,,,
run: 5,,,
1.541223E+10,,,
5.190682E-01,,,
,,,
,,,
,,,
,,,
,,,
